bcr_patient_uuid	bcr_sample_barcode	bcr_analyte_barcode	bcr_analyte_uuid	a260_a280_ratio	amount	analyte_type	analyte_type_id	concentration	gel_image_file	is_derived_from_ffpe	normal_tumor_genotype_match	pcr_amplification_successful	ratio_28s_18s	rinvalue	spectrophotometer_method	subportion_sequence	well_number
ae914f23-87b9-4169-a7f7-a3483078c902	TCGA-61-2009-10A	TCGA-61-2009-10A-01W	a692edf2-3ba6-4710-92fc-30498ce02b5a	[Not Available]	131.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
ae914f23-87b9-4169-a7f7-a3483078c902	TCGA-61-2009-10A	TCGA-61-2009-10A-01W	a692edf2-3ba6-4710-92fc-30498ce02b5a	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
20c6be4d-7baf-4ea0-93e2-a5212f2e9b9c	TCGA-61-2012-01A	TCGA-61-2012-01A-01D	016a7401-15fa-4b1a-80a1-479848a4ef60	1.90	0.00	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
20c6be4d-7baf-4ea0-93e2-a5212f2e9b9c	TCGA-61-2012-01A	TCGA-61-2012-01A-01G	e4ea9edd-2869-4f42-a8b9-544033e44253	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.24	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
20c6be4d-7baf-4ea0-93e2-a5212f2e9b9c	TCGA-61-2012-01A	TCGA-61-2012-01A-01R	9ee4786e-b524-4c48-8d8e-a39ca3651337	1.80	487.00	RNA	R	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.10	7.40	UV Spec	[Not Available]	[Not Available]
20c6be4d-7baf-4ea0-93e2-a5212f2e9b9c	TCGA-61-2012-01A	TCGA-61-2012-01A-01T	93118b63-7362-4931-89d6-8b9a5106e4c8	[Not Available]	371.70	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
20c6be4d-7baf-4ea0-93e2-a5212f2e9b9c	TCGA-61-2012-01A	TCGA-61-2012-01A-01W	d10469e7-6cbe-4130-a442-0bbaebd4f690	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
20c6be4d-7baf-4ea0-93e2-a5212f2e9b9c	TCGA-61-2012-01A	TCGA-61-2012-01A-01W	d10469e7-6cbe-4130-a442-0bbaebd4f690	[Not Available]	161.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
20c6be4d-7baf-4ea0-93e2-a5212f2e9b9c	TCGA-61-2012-11A	TCGA-61-2012-11A-01D	0e074dc5-c59b-4912-9055-9e99b4a4fa16	1.90	65.97	DNA	D	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
20c6be4d-7baf-4ea0-93e2-a5212f2e9b9c	TCGA-61-2012-11A	TCGA-61-2012-11A-01G	aed6622e-875b-4772-ba0e-d3f7b8923ea7	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.25	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
20c6be4d-7baf-4ea0-93e2-a5212f2e9b9c	TCGA-61-2012-11A	TCGA-61-2012-11A-01W	a9037fab-31dd-4bac-972a-11aaa980331a	[Not Available]	134.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
20c6be4d-7baf-4ea0-93e2-a5212f2e9b9c	TCGA-61-2012-11A	TCGA-61-2012-11A-01W	a9037fab-31dd-4bac-972a-11aaa980331a	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
512de609-757b-42be-8b30-c414f71af422	TCGA-61-2016-01A	TCGA-61-2016-01A-01D	77a7a2e9-212b-495c-ae74-3c9769770159	1.90	0.00	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
512de609-757b-42be-8b30-c414f71af422	TCGA-61-2016-01A	TCGA-61-2016-01A-01G	dfdcb386-c850-48b1-9924-5c3d7511c7d1	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.23	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
512de609-757b-42be-8b30-c414f71af422	TCGA-61-2016-01A	TCGA-61-2016-01A-01R	5cf4b9c5-b7a0-48a2-b64e-ccda4369ebea	1.80	258.00	RNA	R	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	0.70	7.80	UV Spec	[Not Available]	[Not Available]
512de609-757b-42be-8b30-c414f71af422	TCGA-61-2016-01A	TCGA-61-2016-01A-01T	ca3ba04f-789b-48d4-b5b7-a4d627428142	[Not Available]	210.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
512de609-757b-42be-8b30-c414f71af422	TCGA-61-2016-01A	TCGA-61-2016-01A-01W	3f714f03-b55c-408f-93fc-f0fa4e8823e5	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
512de609-757b-42be-8b30-c414f71af422	TCGA-61-2016-01A	TCGA-61-2016-01A-01W	3f714f03-b55c-408f-93fc-f0fa4e8823e5	[Not Available]	188.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
512de609-757b-42be-8b30-c414f71af422	TCGA-61-2016-10A	TCGA-61-2016-10A-01D	837568df-034b-4428-adf9-cfdff8db971b	1.90	19.97	DNA	D	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
512de609-757b-42be-8b30-c414f71af422	TCGA-61-2016-10A	TCGA-61-2016-10A-01G	e1c9bb95-eb82-4ea8-99f2-3ec4b73c185a	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.22	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
512de609-757b-42be-8b30-c414f71af422	TCGA-61-2016-10A	TCGA-61-2016-10A-01W	7ade9d62-587f-42e6-9207-571a5e986fd1	[Not Available]	123.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
512de609-757b-42be-8b30-c414f71af422	TCGA-61-2016-10A	TCGA-61-2016-10A-01W	7ade9d62-587f-42e6-9207-571a5e986fd1	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
f0ca8205-0754-4bd8-a6a8-31901040c5e7	TCGA-61-2017-01A	TCGA-61-2017-01A-01D	a1af2ceb-383d-49af-95ad-fb276b743326	1.90	0.00	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
f0ca8205-0754-4bd8-a6a8-31901040c5e7	TCGA-61-2017-01A	TCGA-61-2017-01A-01G	98e55676-e85f-401a-a181-68fbb2b5240c	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.25	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
f0ca8205-0754-4bd8-a6a8-31901040c5e7	TCGA-61-2017-01A	TCGA-61-2017-01A-01R	37bb098d-6ded-49d4-bb5b-c311ad77926a	1.80	410.00	RNA	R	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.20	7.60	UV Spec	[Not Available]	[Not Available]
f0ca8205-0754-4bd8-a6a8-31901040c5e7	TCGA-61-2017-01A	TCGA-61-2017-01A-01T	c24634c0-6e4a-4e93-a120-a3d74849706e	[Not Available]	277.70	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
f0ca8205-0754-4bd8-a6a8-31901040c5e7	TCGA-61-2017-01A	TCGA-61-2017-01A-01W	4c66b6da-2157-4959-9acc-172bef9afc3f	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
f0ca8205-0754-4bd8-a6a8-31901040c5e7	TCGA-61-2017-01A	TCGA-61-2017-01A-01W	4c66b6da-2157-4959-9acc-172bef9afc3f	[Not Available]	204.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
f0ca8205-0754-4bd8-a6a8-31901040c5e7	TCGA-61-2017-10A	TCGA-61-2017-10A-01D	b83d21df-d6d7-45a6-a77c-d58ad2be0b79	1.90	506.97	DNA	D	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
f0ca8205-0754-4bd8-a6a8-31901040c5e7	TCGA-61-2017-10A	TCGA-61-2017-10A-01G	d7a1d16e-86ef-4a70-8c6c-880fc4308d2e	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.25	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
f0ca8205-0754-4bd8-a6a8-31901040c5e7	TCGA-61-2017-10A	TCGA-61-2017-10A-01W	8d8d1694-ebba-41ff-ad66-50ad5bc6a413	[Not Available]	137.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
f0ca8205-0754-4bd8-a6a8-31901040c5e7	TCGA-61-2017-10A	TCGA-61-2017-10A-01W	8d8d1694-ebba-41ff-ad66-50ad5bc6a413	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
13d6c31a-6899-4119-a5c2-90adcb5bd20c	TCGA-61-2018-01A	TCGA-61-2018-01A-01D	a5209542-fb25-4436-ab9b-f4156e24f32a	1.90	0.00	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
13d6c31a-6899-4119-a5c2-90adcb5bd20c	TCGA-61-2018-01A	TCGA-61-2018-01A-01G	77025d08-da94-4932-9d53-d810d8375dda	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.25	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
13d6c31a-6899-4119-a5c2-90adcb5bd20c	TCGA-61-2018-01A	TCGA-61-2018-01A-01R	0226717f-b981-47cc-90d9-ebc1a4bee5d6	1.80	198.00	RNA	R	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	0.90	7.60	UV Spec	[Not Available]	[Not Available]
13d6c31a-6899-4119-a5c2-90adcb5bd20c	TCGA-61-2018-01A	TCGA-61-2018-01A-01T	e15dbc6c-9be9-4906-9dd5-bfba94169df0	[Not Available]	146.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
13d6c31a-6899-4119-a5c2-90adcb5bd20c	TCGA-61-2018-01A	TCGA-61-2018-01A-01W	abd2adb1-15f6-4c94-a7f9-89c2e18d3373	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
13d6c31a-6899-4119-a5c2-90adcb5bd20c	TCGA-61-2018-01A	TCGA-61-2018-01A-01W	abd2adb1-15f6-4c94-a7f9-89c2e18d3373	[Not Available]	164.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
13d6c31a-6899-4119-a5c2-90adcb5bd20c	TCGA-61-2018-11A	TCGA-61-2018-11A-01D	5f0399d7-afb0-4ef0-b0ac-224797c8577e	1.90	359.97	DNA	D	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
13d6c31a-6899-4119-a5c2-90adcb5bd20c	TCGA-61-2018-11A	TCGA-61-2018-11A-01G	a7072241-d1a3-4739-8e7a-222aa99b7e08	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.25	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
13d6c31a-6899-4119-a5c2-90adcb5bd20c	TCGA-61-2018-11A	TCGA-61-2018-11A-01W	ffa4771e-2427-4d38-a089-e3bbf16c5f1b	[Not Available]	163.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
13d6c31a-6899-4119-a5c2-90adcb5bd20c	TCGA-61-2018-11A	TCGA-61-2018-11A-01W	ffa4771e-2427-4d38-a089-e3bbf16c5f1b	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
be03bfec-5bb6-4cab-9dd2-bee590bd45f1	TCGA-61-2087-01A	TCGA-61-2087-01A-01D	b8ff5292-479f-43ee-8a62-65d783eae9e7	1.90	0.00	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
be03bfec-5bb6-4cab-9dd2-bee590bd45f1	TCGA-61-2087-01A	TCGA-61-2087-01A-01G	808e051d-3f8b-41a4-9142-b622317b877e	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.26	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
be03bfec-5bb6-4cab-9dd2-bee590bd45f1	TCGA-61-2087-01A	TCGA-61-2087-01A-01R	8f0603cf-6361-43c6-b5fc-2958346576dc	1.80	104.00	RNA	R	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	3.50	8.90	UV Spec	[Not Available]	[Not Available]
be03bfec-5bb6-4cab-9dd2-bee590bd45f1	TCGA-61-2087-01A	TCGA-61-2087-01A-01T	7dbd6fb6-3d2e-4b45-98cc-6881f98dab46	[Not Available]	127.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
be03bfec-5bb6-4cab-9dd2-bee590bd45f1	TCGA-61-2087-01A	TCGA-61-2087-01A-01W	ad9a71c6-f251-4c77-a722-f03bad67f665	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
be03bfec-5bb6-4cab-9dd2-bee590bd45f1	TCGA-61-2087-01A	TCGA-61-2087-01A-01W	ad9a71c6-f251-4c77-a722-f03bad67f665	[Not Available]	156.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
be03bfec-5bb6-4cab-9dd2-bee590bd45f1	TCGA-61-2087-11A	TCGA-61-2087-11A-01D	0493d8d7-0642-42a2-a568-0ba47fe851c2	1.90	242.97	DNA	D	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
be03bfec-5bb6-4cab-9dd2-bee590bd45f1	TCGA-61-2087-11A	TCGA-61-2087-11A-01G	2496e69d-dd45-4b8f-9ddd-c3c223fca343	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.26	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
be03bfec-5bb6-4cab-9dd2-bee590bd45f1	TCGA-61-2087-11A	TCGA-61-2087-11A-01W	8ac8b8f0-890c-4dbd-b072-8bf66e35ddac	[Not Available]	182.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
be03bfec-5bb6-4cab-9dd2-bee590bd45f1	TCGA-61-2087-11A	TCGA-61-2087-11A-01W	8ac8b8f0-890c-4dbd-b072-8bf66e35ddac	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
242943fe-1fa0-4a12-8f7e-9c6c4af1194d	TCGA-61-2088-01A	TCGA-61-2088-01A-01D	95fc1a7f-0776-4160-90bf-720a22c73f97	1.90	0.00	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
242943fe-1fa0-4a12-8f7e-9c6c4af1194d	TCGA-61-2088-01A	TCGA-61-2088-01A-01G	0ff09d99-3c0e-4e42-b042-aa3d76f19ee0	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.25	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
242943fe-1fa0-4a12-8f7e-9c6c4af1194d	TCGA-61-2088-01A	TCGA-61-2088-01A-01R	97ce9df4-911e-427d-a187-f7d5f5bd3cea	1.80	53.00	RNA	R	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	2.70	9.00	UV Spec	[Not Available]	[Not Available]
242943fe-1fa0-4a12-8f7e-9c6c4af1194d	TCGA-61-2088-01A	TCGA-61-2088-01A-01T	d1f446bd-7492-423e-8b4d-28a7667390f8	[Not Available]	203.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
242943fe-1fa0-4a12-8f7e-9c6c4af1194d	TCGA-61-2088-01A	TCGA-61-2088-01A-01W	c18a5ae2-74fa-40ca-8945-3384bcc900d3	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
242943fe-1fa0-4a12-8f7e-9c6c4af1194d	TCGA-61-2088-01A	TCGA-61-2088-01A-01W	c18a5ae2-74fa-40ca-8945-3384bcc900d3	[Not Available]	158.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
242943fe-1fa0-4a12-8f7e-9c6c4af1194d	TCGA-61-2088-11A	TCGA-61-2088-11A-01D	9878d9a2-64b3-497c-86f2-a38654605af7	1.90	152.97	DNA	D	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
242943fe-1fa0-4a12-8f7e-9c6c4af1194d	TCGA-61-2088-11A	TCGA-61-2088-11A-01G	b20fe8ab-b971-42e5-abed-d8ec3ce60454	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.26	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
242943fe-1fa0-4a12-8f7e-9c6c4af1194d	TCGA-61-2088-11A	TCGA-61-2088-11A-01W	bb5f6f46-1b79-45f9-8293-599e2a134279	[Not Available]	192.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
242943fe-1fa0-4a12-8f7e-9c6c4af1194d	TCGA-61-2088-11A	TCGA-61-2088-11A-01W	bb5f6f46-1b79-45f9-8293-599e2a134279	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c183d3fb-2eee-44f8-890e-b9bf907141e6	TCGA-61-2092-01A	TCGA-61-2092-01A-01D	7b970660-5bb6-4f78-80f8-efb3d5d63bd2	1.90	0.00	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c183d3fb-2eee-44f8-890e-b9bf907141e6	TCGA-61-2092-01A	TCGA-61-2092-01A-01G	b3e9a3ad-dcca-4624-b515-2fb601bf4245	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.24	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c183d3fb-2eee-44f8-890e-b9bf907141e6	TCGA-61-2092-01A	TCGA-61-2092-01A-01R	49f15675-0238-415a-abe4-cb5c0e6bc87f	1.80	1109.00	RNA	R	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	2.00	9.40	UV Spec	[Not Available]	[Not Available]
c183d3fb-2eee-44f8-890e-b9bf907141e6	TCGA-61-2092-01A	TCGA-61-2092-01A-01T	4a41b3c8-4a1f-411d-bc31-e831a52f2033	[Not Available]	247.70	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c183d3fb-2eee-44f8-890e-b9bf907141e6	TCGA-61-2092-01A	TCGA-61-2092-01A-01W	0a4f71a7-0743-42e5-91dd-5e6781104d74	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c183d3fb-2eee-44f8-890e-b9bf907141e6	TCGA-61-2092-01A	TCGA-61-2092-01A-01W	0a4f71a7-0743-42e5-91dd-5e6781104d74	[Not Available]	160.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c183d3fb-2eee-44f8-890e-b9bf907141e6	TCGA-61-2092-11A	TCGA-61-2092-11A-01D	fe2424a7-9ef9-4916-add9-92125ae70d2c	1.90	85.97	DNA	D	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c183d3fb-2eee-44f8-890e-b9bf907141e6	TCGA-61-2092-11A	TCGA-61-2092-11A-01G	642e4195-675b-4210-a088-3dc43a3237a1	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.26	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c183d3fb-2eee-44f8-890e-b9bf907141e6	TCGA-61-2092-11A	TCGA-61-2092-11A-01W	40b035c1-a50a-453d-96e7-ade6086d299d	[Not Available]	174.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
c183d3fb-2eee-44f8-890e-b9bf907141e6	TCGA-61-2092-11A	TCGA-61-2092-11A-01W	40b035c1-a50a-453d-96e7-ade6086d299d	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
b31d85cc-d2e2-4bd1-9986-d6bbe30e657f	TCGA-61-2094-01A	TCGA-61-2094-01A-01D	2ec1ab32-336e-42f9-ab2f-0e7dd838e55d	1.90	0.00	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
b31d85cc-d2e2-4bd1-9986-d6bbe30e657f	TCGA-61-2094-01A	TCGA-61-2094-01A-01G	e5f4647a-d0ad-48f1-96bd-51790b91d13d	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.23	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
b31d85cc-d2e2-4bd1-9986-d6bbe30e657f	TCGA-61-2094-01A	TCGA-61-2094-01A-01R	02a2bac8-2454-4d1a-b21f-72d4c5c0a843	1.80	571.00	RNA	R	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.60	8.80	UV Spec	[Not Available]	[Not Available]
